Time,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
2024/8/2 7:00,-1.42,-0.06,0.04,26.13,4.42,4168.15,-21.51,-10.57,0.01,0.17,-0.01,0.1,-0.04,17.82,85.16,18.14,13.69,-87.18,78.52,17.53,1.11,1.16,125.7,23.46,91.55,16.39,1.87,2.05,18.14,90.15,1.88,2.09,2.07,14.01,1.74,20.73,22.55,6.11,4.49,0.11,0.1,-10.94,-10.94,-16.02,-27.01,-5.08,-16.07,672.53,22,13.95
2024/8/2 7:30,-5.78,-0.25,0.1,68.21,14.99,6645.83,-8.18,1.84,0.01,0.22,-0.02,0.15,-0.1,19.55,85.2,20.1,19.19,-79.68,83.27,17.53,1.47,1.49,238.36,44.27,83.93,16.73,1.91,2.28,20.1,81.01,1.91,2.36,4.49,14.13,3.69,20.78,22.42,6.11,4.49,0.11,0.1,-10.02,-10.02,9.86,-26.22,19.88,-16.2,647.32,22.47,14.17
2024/8/2 8:00,-6.95,-0.31,0.14,92.43,43.63,8268.3,-8.42,-0.27,0.02,0.47,-0.02,0.14,-0.3,21.18,85.23,21.87,24.75,-72.18,88.11,17.52,0.63,0.83,356.05,64.88,75.65,16.68,1.91,2.53,21.87,71.87,1.89,2.63,7.46,13.87,6.2,20.97,22.3,6.12,4.43,0.11,0.1,-8.15,-8.15,8.98,-25.82,17.13,-17.67,632.43,22.38,14.04
2024/8/2 8:30,-4.67,-0.21,0.18,123.64,21.99,8677.96,16.6,22.15,0.02,0.18,-0.05,0.22,-0.1,23.07,85.27,23.85,30.34,-64.68,93.15,17.52,1.39,1.59,513.44,88.97,68.01,16.82,1.92,2.83,23.85,63.79,1.89,2.97,10.77,13.8,9.1,21.22,22.2,6.1,4.41,0.11,0.1,-5.54,-5.54,48.64,-15.43,54.18,-9.89,621.87,22.57,14.08
2024/8/2 9:00,-5.48,-0.24,0.12,84.78,7.92,6246.58,43.62,45.3,0.01,0.09,-0.02,0.14,-0.05,24.14,85.27,24.73,35.89,-57.18,98.53,17.51,1.95,2.02,347.77,57.04,64,16.9,1.93,3.02,24.73,61.22,1.92,3.13,12.13,13.93,10.88,21.89,22.13,6.06,4.42,0.11,0.1,-1.68,-1.68,96.45,-9.22,98.13,-7.54,611.04,22.68,14.09
2024/8/2 9:30,-2.11,-0.09,0.12,81.28,-2.93,5600.09,33.06,29.96,0.01,-0.04,-0.03,0.17,0.02,24.15,85.28,24.68,41.36,-49.68,104.43,17.51,2,2.04,256.61,42.48,64.04,16.91,1.94,3.02,24.68,61.7,1.93,3.12,11.95,14.01,10.87,22.51,22.09,6.11,4.43,0.11,0.1,3.1,3.1,58.19,7.93,55.09,4.83,611.47,22.69,14.1
2024/8/2 10:00,-7.21,-0.32,0.21,140.01,12.48,4931.51,32.57,26.21,0.03,0.09,-0.02,0.14,-0.09,24.41,85.32,25.01,46.68,-42.18,111.1,17.5,3.91,3.95,388.72,65.23,64.27,17.22,1.97,3.07,25.01,61.4,1.95,3.18,12.28,14.2,10.97,22.9,22.11,6.09,4.49,0.11,0.1,6.36,6.36,53.1,12.05,46.74,5.69,606.74,23.12,14.37
2024/8/2 10:30,-8.59,-0.38,0.18,125.5,13.59,4383.03,37.82,29.4,0.03,0.11,-0.12,0.35,-0.04,24.3,85.37,24.84,51.74,-34.68,118.86,17.5,5.36,5.38,322.63,55.58,66.21,17.58,2.02,3.05,24.84,63.58,2,3.15,11.47,14.57,10.3,23.31,22.17,6.13,4.48,0.11,0.1,8.42,8.42,59.42,16.22,51,7.8,601.7,23.65,14.71
2024/8/2 11:00,-11.7,-0.51,0.5,341.37,-24.04,4459.44,36.07,26.27,0.07,-0.07,-0.09,0.3,0.08,25,85.41,25.53,56.4,-27.18,128.14,17.49,4.33,4.47,314.53,50.86,59.92,16.61,1.9,3.18,25.53,57.75,1.89,3.28,13.88,13.73,12.77,23.64,22.26,6.15,4.47,0.11,0.1,9.8,9.8,51.56,20.58,41.76,10.78,599.29,22.28,13.83
2024/8/2 11:30,-4.69,-0.21,0.11,75.83,10.86,3566.27,27.36,16.2,0.02,0.14,-0.15,0.39,-0.03,23.19,85.41,23.74,60.43,-19.67,139.46,17.49,5.49,5.53,158.57,24.94,73.27,18.11,2.09,2.85,23.74,70.51,2.08,2.95,8.75,15.15,7.67,23.93,22.36,6.14,4.47,0.11,0.1,11.15,11.15,32.78,21.93,21.63,10.78,601.59,24.44,15.26
2024/8/2 12:00,1.07,0.05,0.1,65.41,-19.63,1642.53,4.75,-6.47,0.03,-0.3,-0.1,0.32,0.06,21.88,85.41,22.13,63.53,-12.17,153.23,17.48,4.06,4.09,62.51,12.24,83.71,18.97,2.2,2.63,22.13,82.07,2.19,2.68,4.84,16.08,4.32,23.93,22.47,6.12,4.46,0.11,0.1,11.22,11.22,-14.45,23.95,-25.67,12.73,609.12,25.79,16.18
2024/8/2 12:30,1.7,0.07,0.14,93.87,-8.38,1044.51,-1.1,-10.24,0.08,-0.09,-0.03,0.18,0.04,21.56,85.39,21.73,65.32,-4.67,169.3,17.47,2.84,3.05,117.27,22.31,82.97,18.51,2.14,2.58,21.73,82.01,2.14,2.61,4.71,15.72,4.41,23.68,22.58,6.08,4.45,0.11,0.1,9.14,9.14,-22.44,20.25,-31.58,11.11,610.16,25.08,15.75
2024/8/2 13:00,-2.18,-0.1,0.14,93.82,-5.04,1776.9,2.12,-4.4,0.05,-0.05,-0.06,0.24,0.02,21.39,85.39,21.74,65.52,2.83,186.5,17.47,2.55,2.58,136.46,22.58,82.72,18.31,2.11,2.56,21.74,81.05,2.12,2.61,4.95,15.56,4.43,23.48,22.66,6.03,4.5,0.11,0.11,6.52,6.52,-18.07,22.3,-24.58,15.78,609.47,24.76,15.55
2024/8/2 13:30,-1.97,-0.09,0.12,81.54,-6.25,2010.36,1.62,-3.21,0.04,-0.08,-0.07,0.27,0.02,21.28,85.38,21.58,64.09,10.33,202.99,17.46,3.1,3.13,143.19,23.46,82.43,18.14,2.09,2.54,21.58,81.07,2.1,2.59,4.9,15.42,4.47,23.37,22.72,6.02,4.52,0.11,0.11,4.83,4.83,-5.82,9.06,-10.64,4.23,608.1,24.5,15.4
2024/8/2 14:00,-3.84,-0.17,0.14,98.58,8.46,2465.67,6.56,2.73,0.04,0.09,-0.06,0.24,-0.03,22.22,85.38,22.53,61.27,17.83,217.36,17.46,3.06,3.18,212.93,33.95,77.09,18,2.07,2.69,22.53,75.75,2.08,2.74,6.65,15.21,6.17,23.31,22.76,6.03,4.52,0.11,0.11,3.83,3.83,5.91,7.21,2.08,3.38,604.76,24.28,15.21
2024/8/2 14:30,-1.33,-0.06,0.16,109.57,-6.45,3157.48,7.47,3.83,0.03,-0.06,-0.08,0.28,0.02,22.39,85.4,22.79,57.43,25.33,229.24,17.45,3.82,3.85,145.78,22.37,75.03,17.73,2.04,2.72,22.79,73.38,2.04,2.78,7.41,14.95,6.79,23.37,22.77,6.03,4.52,0.11,0.11,3.64,3.64,10.28,4.66,6.64,1.02,602.37,23.87,14.94
2024/8/2 15:00,3.86,0.17,0.1,69.79,-19.49,2843.17,-4.12,-7.75,0.02,-0.28,-0.11,0.33,0.06,21.85,85.42,22.23,52.9,32.83,238.97,17.45,4.23,4.28,44.37,6.55,76.67,17.56,2.02,2.63,22.23,75.18,2.02,2.69,6.69,14.84,6.15,23.34,22.78,6.03,4.52,0.11,0.11,3.62,3.62,-12.31,4.06,-15.93,0.44,603.58,23.6,14.81
2024/8/2 15:30,3.94,0.17,0.11,72.99,-37.92,1116.27,-12.85,-15.5,0.03,-0.52,-0.18,0.42,0.09,20.84,85.44,21.07,47.91,40.33,247.05,17.44,5.39,5.47,33.36,8.42,83.47,17.91,2.06,2.47,21.07,82.29,2.06,2.51,4.46,15.18,4.11,23.11,22.78,6.05,4.52,0.11,0.11,2.64,2.64,-28.9,3.2,-31.55,0.55,602.07,24.12,15.19
2024/8/2 16:00,17.17,0.76,-1.11,-756.91,-115.42,-15.38,-12.62,-13.59,316.89,0.15,-0.09,0.3,0.38,21.51,85.49,18.06,42.64,47.83,253.94,17.44,6.25,6.36,19.72,3.19,92.11,19.89,2.36,2.59,18.06,92.12,1.92,2.08,1.67,14.25,2.32,22.81,22.78,6.06,4.57,0.11,0.11,0.96,0.96,-31.86,6.61,-32.83,5.65,593.14,27.63,17.59
2024/8/2 16:30,-5.99,-0.26,0.24,161.28,3.91,102.37,217.6,218.95,-1.43,0.02,-0.04,0.21,-0.02,22.11,85.44,18.09,37.19,55.33,260,17.43,2.09,2.41,79.07,12.41,77.6,18.25,2.11,2.68,18.09,88.12,1.84,2.08,2.48,13.66,5.68,22.2,22.75,9.44,4.59,0.16,0.11,-1.35,-1.35,450.09,-14.9,451.45,-13.55,602.86,24.71,15.2
2024/8/2 17:00,-2.39,-0.11,0.05,34.64,-5.72,517.46,-24.49,-20.49,0.05,-0.17,-0.02,0.15,0.04,20.87,85.38,18.74,31.65,62.83,265.48,17.43,1.95,2,136.98,21.44,76.82,16.62,1.9,2.48,18.74,84.15,1.83,2.17,3.44,13.56,5.76,21.76,22.67,13.04,4.51,0.2,0.11,-3.99,-3.99,-32.93,-16.04,-28.94,-12.05,608.78,22.26,14.01
2024/8/2 17:30,-2.45,-0.11,0.08,57.31,-4.64,1478.69,-37.91,-33.02,0.03,-0.08,-0.03,0.17,0.03,19.54,85.36,19.56,26.06,70.33,270.59,17.42,1.48,1.61,125.42,19.36,79.26,15.83,1.81,2.28,19.56,79.62,1.82,2.28,4.66,13.46,4.74,21.7,22.55,12.44,4.51,0.19,0.11,-4.89,-4.89,-54.84,-20.98,-49.95,-16.09,608.13,21.17,13.38
2024/8/2 18:00,-3.26,-0.14,0.03,20.42,4.73,2398.28,-27.32,-23.1,0.01,0.23,-0.02,0.16,-0.03,19.69,85.39,19.87,20.49,77.83,275.46,17.41,1.32,1.41,132.66,20.21,77.32,15.59,1.78,2.3,19.87,76.98,1.79,2.33,5.36,13.25,5.23,21.76,22.43,11.85,4.51,0.18,0.11,-4.23,-4.23,-36.69,-17.95,-32.47,-13.73,605.92,20.84,13.16
2024/8/2 18:30,0.19,0.01,-0.08,-51.67,6.23,2949.6,-14.9,-11.66,-0.02,-0.12,-0.03,0.18,-0.03,19.8,85.4,20.16,14.96,85.33,280.22,17.41,1.92,1.96,98.86,16.6,79.4,16.09,1.84,2.32,20.16,77.86,1.84,2.37,5.26,13.62,4.79,21.83,22.33,11.42,4.51,0.17,0.11,-3.23,-3.23,-22.44,-7.36,-19.2,-4.12,603.25,21.53,13.6
2024/8/2 19:00,1.11,0.05,0.04,28.55,-5.63,2700.48,-24.73,-22.18,0.01,-0.2,-0.01,0.11,0.05,19.61,85.41,19.88,9.53,92.83,284.95,17.4,1.92,1.95,49.54,10.22,80.89,16.22,1.85,2.29,19.88,79.93,1.86,2.33,4.68,13.77,4.38,21.84,22.25,11.06,4.56,0.17,0.11,-2.56,-2.56,-37.12,-12.35,-34.56,-9.8,605.67,21.69,13.71
2024/8/2 19:30,1.26,0.06,0.02,14.51,-2.11,3099.99,-24.49,-21.88,0,-0.15,0,0.05,0.04,19.37,85.41,19.65,4.27,100.33,289.75,17.4,1.28,1.3,19.79,4.88,83.91,16.57,1.89,2.26,19.65,82.97,1.91,2.3,3.91,14.1,3.64,21.76,22.2,10.78,4.49,0.16,0.11,-2.61,-2.61,-36.87,-12.11,-34.26,-9.5,607.71,22.17,14.03
2024/8/2 20:00,-0.8,-0.04,0.01,8.44,0.08,3379.39,-24.73,-21.59,0,0.01,-0.04,0.19,0,19.02,85.41,19.25,-0.83,107.83,294.7,17.39,1.75,1.88,1.74,2.05,85.96,16.6,1.9,2.21,19.25,85.31,1.91,2.24,3.29,14.16,3.11,21.63,22.15,10.56,4.55,0.16,0.11,-3.15,-3.15,-44.59,-4.88,-41.44,-1.74,616.22,22.22,14.07
2024/8/2 20:30,3.31,0.15,0.02,16.25,-7,2413.13,-24.6,-20.67,0,-0.43,-0.02,0.15,0.05,18.85,85.42,19.02,-6,115.33,299.86,17.39,1.67,1.71,-0.95,1.23,87.74,16.75,1.92,2.18,19.02,87.5,1.93,2.21,2.76,14.33,2.69,21.45,22.1,10.36,4.56,0.16,0.11,-3.93,-3.93,-42.51,-6.69,-38.58,-2.76,618.8,22.43,14.22
2024/8/2 21:00,2.87,0.13,0.02,10.61,-10.7,3108.72,-32.16,-27.32,0,-1.01,-0.03,0.17,0.06,19.38,85.45,19.44,-10.74,122.83,305.3,17.38,2.26,2.29,-0.75,2.09,85.15,16.8,1.92,2.26,19.44,85.58,1.94,2.27,3.28,14.36,3.36,21.26,22.05,10.19,4.56,0.15,0.12,-4.84,-4.84,-46.67,-17.66,-41.83,-12.82,614.42,22.49,14.23
2024/8/2 21:30,2.34,0.1,0.01,9.68,-9.4,2829.68,-24.13,-18.5,0,-0.97,-0.02,0.14,0.06,19.4,85.47,19.62,-15.14,130.33,311.1,17.38,2.36,2.38,-1.08,1.05,86.16,17.01,1.95,2.26,19.62,85.61,1.96,2.29,3.3,14.52,3.14,21.09,21.98,10.04,4.55,0.15,0.12,-5.62,-5.62,-38.4,-9.86,-32.77,-4.24,619.04,22.79,14.42
2024/8/2 22:00,2.53,0.11,0.02,11.55,-10.66,2565.83,-24.62,-18.39,0,-0.92,-0.02,0.15,0.07,19.48,85.48,19.62,-19.16,137.83,317.3,17.37,2.21,2.23,-1.56,1.65,85.95,17.05,1.95,2.27,19.62,85.93,1.97,2.29,3.23,14.58,3.2,20.94,21.9,9.91,4.62,0.15,0.12,-6.23,-6.23,-35.4,-13.85,-29.17,-7.62,620.78,22.84,14.45
2024/8/2 22:30,1.51,0.07,0.01,8.5,-6.52,3043.45,-18.78,-12.19,0,-0.77,0,0.06,0.1,19.52,85.48,19.75,-22.72,145.33,323.96,17.36,1.49,1.56,-1.09,1.22,85.04,16.92,1.94,2.28,19.75,84.48,1.95,2.31,3.59,14.44,3.42,20.82,21.82,9.8,4.64,0.15,0.12,-6.59,-6.59,-25.86,-11.7,-19.27,-5.11,625.94,22.65,14.33
2024/8/2 23:00,2.04,0.09,-0.01,-3.56,-3.2,3681.01,-26.8,-19.98,0,0.9,-0.01,0.1,0.03,19.44,85.49,19.65,-25.73,152.84,331.08,17.36,1.65,1.69,-1.45,1.13,83.85,16.61,1.9,2.27,19.65,83.4,1.91,2.3,3.82,14.17,3.68,20.7,21.74,9.68,4.6,0.15,0.12,-6.82,-6.82,-33.28,-20.32,-26.46,-13.5,633.65,22.21,14.06
2024/8/2 23:30,1.61,0.07,0,-2.67,-6.44,4498.77,-20.98,-13.96,0,2.41,-0.01,0.1,0.07,18.82,85.47,19.02,-28.11,160.34,338.65,17.35,1.2,1.29,-2.16,1.19,87.6,16.7,1.91,2.18,19.02,87.23,1.93,2.21,2.82,14.28,2.72,20.59,21.65,9.59,4.67,0.14,0.13,-7.02,-7.02,-29.29,-12.66,-22.28,-5.65,648.81,22.34,14.17
2024/8/3 0:00,3.21,0.14,0.01,6.7,-15.13,3823.46,-25.39,-18.03,0,-2.26,-0.04,0.21,0.07,18.6,85.45,18.79,-29.78,167.84,346.61,17.35,2.5,2.53,-1.48,1.34,88.22,16.6,1.9,2.15,18.79,87.98,1.92,2.18,2.62,14.22,2.54,20.44,21.57,9.48,4.72,0.14,0.13,-7.36,-7.36,-38.23,-12.54,-30.87,-5.18,659.35,22.2,14.09
2024/8/3 0:30,1.98,0.09,0.01,5.96,-17.39,3815.43,-22.5,-14.7,0,-2.92,-0.06,0.24,0.07,19.02,85.45,19.1,-30.69,175.34,354.83,17.34,3.24,3.3,-0.97,1.94,83.28,16.08,1.84,2.21,19.1,83.85,1.86,2.22,3.61,13.78,3.73,20.3,21.49,9.4,4.73,0.14,0.13,-7.8,-7.8,-31.66,-13.35,-23.85,-5.54,658.43,21.48,13.61
2024/8/3 1:00,6.23,0.27,0.06,41.89,-32.4,3206.99,-29.35,-21.14,0,-0.77,-0.12,0.34,0.09,19.57,85.45,19.78,-30.8,-133.96,46.35,17.34,4.38,4.41,-0.85,0.98,78.3,15.68,1.79,2.29,19.78,78.13,1.81,2.32,5.06,13.38,4.97,20.16,21.4,9.32,4.71,0.14,0.13,-8.2,-8.2,-31.53,-27.17,-23.32,-18.97,653.85,20.94,13.24
2024/8/3 1:30,3.36,0.15,0.05,33.65,-29.88,2815.51,-20.67,-12.19,0,-0.89,-0.12,0.35,0.08,19.55,85.45,19.73,-30.09,-169.66,11.41,17.33,4.25,4.3,-0.83,0.72,77.99,15.59,1.78,2.28,19.73,77.84,1.8,2.31,5.11,13.29,5.03,20.04,21.31,9.23,4.72,0.14,0.13,-8.48,-8.48,-33.67,-7.66,-25.19,0.82,654.6,20.82,13.17
2024/8/3 2:00,3.19,0.14,0.06,37.9,-32.56,2968.47,-22.7,-14.12,0,-0.86,-0.13,0.35,0.09,19.69,85.44,19.89,-28.61,-162.16,19.45,17.33,4.21,4.25,-0.75,0.85,75.78,15.28,1.74,2.3,19.89,75.54,1.76,2.33,5.7,13.02,5.58,19.94,21.22,9.16,4.81,0.14,0.13,-8.59,-8.59,-25.73,-19.68,-17.14,-11.1,653.2,20.41,12.91
2024/8/3 2:30,-0.11,0,0.02,10.55,-11.01,2862.41,-19.79,-11.17,0,-1.04,-0.06,0.24,0.05,19.4,85.43,19.68,-26.4,-154.66,27.13,17.32,3.09,3.16,-1.1,0.28,77.39,15.32,1.75,2.26,19.68,76.66,1.76,2.3,5.37,13.05,5.13,19.84,21.13,9.08,4.83,0.14,0.13,-8.62,-8.62,-26.45,-13.13,-17.83,-4.51,656.27,20.47,12.95
2024/8/3 3:00,-1.63,-0.07,0.03,22.47,-23.95,2543.66,-22.37,-13.72,0,-1.07,-0.13,0.36,0.06,19.58,85.45,19.69,-23.55,-147.16,34.37,17.32,4.55,4.61,-0.55,0.94,75.58,15.11,1.73,2.29,19.69,75.81,1.74,2.3,5.6,12.9,5.62,19.75,21.04,9.01,4.87,0.13,0.13,-8.66,-8.66,-24.28,-20.46,-15.62,-11.81,656.22,20.19,12.77
2024/8/3 3:30,5.24,0.23,0.09,61.55,-44.11,2946.02,-22.16,-13.52,0.01,-0.72,-0.28,0.53,0.08,19.69,85.49,19.87,-20.12,-139.66,41.15,17.31,6.62,6.67,-1.09,0.35,73.73,14.86,1.7,2.3,19.87,73.53,1.71,2.33,6.16,12.66,6.05,19.67,20.96,8.95,4.86,0.13,0.13,-8.64,-8.64,-25.41,-18.91,-16.77,-10.27,655.05,19.85,12.55
2024/8/3 4:00,4.38,0.19,0.09,60.02,-43.97,3004.75,-23.15,-14.45,0.01,-0.73,-0.3,0.55,0.08,19.56,85.49,19.73,-16.22,-132.16,47.47,17.3,6.96,7.01,-0.93,0.33,73.33,14.65,1.67,2.28,19.73,73.19,1.69,2.31,6.19,12.5,6.1,19.57,20.88,8.88,4.87,0.13,0.13,-8.69,-8.69,-28.26,-18.03,-19.57,-9.34,645.29,19.58,12.39
2024/8/3 4:30,1.88,0.08,0.05,35.73,-40.9,3006.87,-23.42,-14.57,0,-1.14,-0.32,0.57,0.07,19.29,85.49,19.47,-11.9,-124.66,53.37,17.3,6.81,6.88,-1.05,0.19,74.92,14.72,1.68,2.25,19.47,74.79,1.7,2.27,5.73,12.57,5.64,19.46,20.8,8.81,4.85,0.13,0.13,-8.85,-8.85,-27.83,-19.01,-18.98,-10.16,638.79,19.67,12.46
2024/8/3 5:00,3.69,0.16,0.05,31.14,-28.01,3040.5,-23.86,-14.81,0,-0.9,-0.23,0.47,0.06,18.74,85.51,18.97,-7.25,-117.16,58.91,17.29,6.48,6.52,-1.34,-0.12,78.3,14.87,1.7,2.17,18.97,77.79,1.71,2.2,4.9,12.7,4.72,19.35,20.72,8.75,4.84,0.13,0.13,-9.04,-9.04,-28.18,-19.53,-19.13,-10.49,634.23,19.86,12.61
2024/8/3 5:30,2.89,0.13,0.04,24.72,-23.19,2812.12,-19.54,-10.33,0,-0.94,-0.13,0.36,0.06,18.31,85.53,18.49,-2.2,-109.66,64.14,17.29,5.24,5.27,-2.17,0.56,81.11,15,1.71,2.11,18.49,80.81,1.73,2.14,4.1,12.83,4,19.25,20.64,8.68,4.9,0.13,0.13,-9.21,-9.21,-26.93,-12.14,-17.72,-2.93,633.28,20.03,12.73
2024/8/3 6:00,4.5,0.2,0.02,16.71,-26.52,1626.79,-22.92,-13.58,-0.01,-1.59,-0.13,0.36,0.07,18.04,85.53,18.15,2.97,-102.16,69.14,17.28,4.82,4.85,-2.55,2.52,83.81,15.24,1.74,2.08,18.15,83.9,1.75,2.09,3.37,13.05,3.37,19.16,20.56,8.63,4.94,0.13,0.13,-9.34,-9.34,-25.98,-19.86,-16.64,-10.52,636.81,20.34,12.94
2024/8/3 6:30,-2.8,-0.12,-0.02,-10.61,-13.92,725.5,-11.5,-2.11,-0.03,1.31,-0.07,0.26,0.05,17.53,85.52,17.61,8.15,-94.66,73.98,17.28,3.54,3.59,6.11,4.24,89.03,15.68,1.79,2.01,17.61,89.2,1.8,2.02,2.18,13.43,2.22,19.08,20.48,8.6,4.95,0.13,0.13,-9.38,-9.38,-11.46,-11.53,-2.07,-2.15,644.09,20.93,13.34
2024/8/3 7:00,1.29,0.06,0.01,9.12,-3.2,636.83,-13.02,-3.75,0.01,-0.35,-0.03,0.16,0.02,17.47,85.53,17.42,13.54,-87.16,78.74,17.27,1.73,1.79,34.84,6.93,91.81,16.1,1.84,2,17.42,92.78,1.85,2,1.44,13.82,1.65,19.03,20.4,8.68,5.01,0.13,0.13,-9.28,-9.28,-8.47,-17.58,0.81,-8.3,658.19,21.5,13.71
2024/8/3 7:30,0.53,0.02,0.04,24.57,-6.66,726.5,-7.61,1.28,0.02,-0.27,-0.04,0.2,0.03,17.73,85.56,17.75,19.04,-79.66,83.5,17.27,2.45,2.49,66.78,12.06,89.88,16.03,1.83,2.04,17.75,90.71,1.85,2.04,1.89,13.77,2.07,19.04,20.33,8.74,5.01,0.13,0.13,-8.89,-8.89,2.18,-17.39,11.06,-8.51,653.55,21.39,13.63
2024/8/3 8:00,0.72,0.03,0.03,20.65,-5.18,810.06,-5.16,2.87,0.02,-0.25,-0.04,0.2,0.03,17.82,85.55,17.97,24.61,-72.16,88.35,17.26,2.27,2.3,56.84,10.32,89.63,16.07,1.83,2.05,17.97,89.7,1.85,2.07,2.13,13.8,2.13,19.12,20.26,8.81,5,0.13,0.13,-8.03,-8.03,5.46,-15.78,13.5,-7.75,647.15,21.45,13.67
2024/8/3 8:30,-2.02,-0.09,0.05,32.91,-1.73,558.51,-5.08,1.82,0.06,-0.05,-0.05,0.22,0.01,17.91,85.56,17.94,30.19,-64.66,93.4,17.25,2.55,2.57,108.15,17.64,89.5,16.14,1.84,2.06,17.94,89.94,1.86,2.06,2.08,13.81,2.17,19.21,20.21,8.81,5,0.13,0.13,-6.89,-6.89,2.67,-12.82,9.56,-5.93,640.68,21.54,13.72
2024/8/3 9:00,-2.66,-0.12,0.08,54.6,3.67,635.14,7.1,12.99,0.09,0.07,-0.04,0.2,-0.02,18.16,85.56,18.34,35.74,-57.15,98.8,17.25,2,2.04,144.85,22.93,88.06,16.13,1.84,2.09,18.34,87.93,1.86,2.12,2.56,13.83,2.51,19.32,20.17,8.8,5.02,0.13,0.13,-5.89,-5.89,17.79,-3.58,23.68,2.3,631.64,21.53,13.7
2024/8/3 9:30,-1.77,-0.08,0.06,43.55,1.07,837.94,7.31,11.67,0.05,0.02,-0.03,0.18,-0.01,18.41,85.57,18.6,41.2,-49.65,104.71,17.24,1.96,1.98,105.79,16.56,85.85,15.98,1.82,2.13,18.6,85.78,1.84,2.15,3.06,13.7,3.01,19.52,20.14,8.85,5.08,0.13,0.13,-4.36,-4.36,22.67,-8.06,27.03,-3.69,626.74,21.32,13.56
2024/8/3 10:00,-1.68,-0.07,0.06,43.91,-0.33,1052.88,3.54,6.21,0.04,-0.01,-0.03,0.16,0,18.49,85.58,18.63,46.51,-42.15,111.4,17.24,1.89,1.91,93.87,14.57,85.68,16.02,1.83,2.14,18.63,85.73,1.85,2.16,3.08,13.72,3.06,19.69,20.12,8.79,5.08,0.13,0.13,-2.67,-2.67,10.65,-3.56,13.32,-0.9,624.75,21.38,13.59
2024/8/3 10:30,-3.09,-0.14,0.11,78.37,3.3,1425.28,3.77,5.5,0.06,0.04,-0.05,0.23,-0.01,18.8,85.59,18.96,51.56,-34.65,119.17,17.23,2.32,2.36,136.06,19.68,83.26,15.88,1.81,2.18,18.96,83.07,1.83,2.2,3.72,13.55,3.65,19.78,20.13,8.79,5.06,0.13,0.13,-1.73,-1.73,13.19,-5.65,14.92,-3.92,617.85,21.18,13.45
2024/8/3 11:00,-1.93,-0.08,0.06,44.26,-1.62,1239.36,7.33,8.31,0.03,-0.04,-0.04,0.19,0.01,18.81,85.6,18.99,56.2,-27.15,128.46,17.23,2.25,2.33,118.69,17.91,80.43,15.35,1.75,2.18,18.99,80.28,1.77,2.2,4.35,13.13,4.27,19.9,20.14,8.76,5,0.13,0.13,-0.97,-0.97,8.59,6.08,9.56,7.05,615.12,20.47,13
2024/8/3 11:30,-6.54,-0.29,0.13,91.42,12.53,2018.51,8.39,8.6,0.05,0.14,-0.02,0.12,-0.1,18.93,85.58,19.15,60.21,-19.65,139.77,17.22,1.7,1.85,279.93,41.36,81.39,15.65,1.79,2.2,19.15,80.77,1.8,2.23,4.29,13.33,4.09,20,20.16,8.72,5.06,0.13,0.14,-0.21,-0.21,14.95,1.82,15.17,2.03,619.92,20.88,13.25
2024/8/3 12:00,-13.94,-0.61,0.2,137.67,42.95,3472.87,29.99,29.11,0.05,0.31,-0.01,0.11,-0.38,19.57,85.58,19.96,63.29,-12.15,153.48,17.22,0.75,0.96,359.18,50.84,77.51,15.52,1.77,2.29,19.96,76.08,1.78,2.34,5.6,13.16,5.14,20.26,20.2,8.71,5.05,0.13,0.14,0.88,0.88,54.61,5.37,53.73,4.49,617.28,20.7,13.11
2024/8/3 12:30,-12.02,-0.53,0.19,130.77,61.65,4481.06,48.77,44.81,0.04,0.47,-0.04,0.19,-0.32,20.09,85.57,20.69,65.06,-4.65,169.44,17.21,0.41,0.94,447.5,61.33,73.4,15.18,1.73,2.36,20.69,70.76,1.73,2.45,7.17,12.78,6.29,20.78,20.24,8.7,5.05,0.13,0.14,3.96,3.96,82.82,14.72,78.86,10.77,614.31,20.25,12.8
2024/8/3 13:00,-7.47,-0.33,0.17,113.09,34.46,3925.8,50.7,42.32,0.04,0.3,-0.05,0.22,-0.16,20.13,85.55,20.66,65.26,2.85,186.5,17.2,1.6,1.79,255.19,32.17,74.55,15.45,1.76,2.37,20.66,71.94,1.76,2.44,6.86,12.97,6.02,21.41,20.3,8.65,5.17,0.13,0.14,8.38,8.38,78.26,23.14,69.87,14.76,614.14,20.61,13.03
2024/8/3 13:30,1.2,0.05,0.04,28.3,5.02,1411.57,20.26,8.37,0.02,0.18,-0.03,0.17,-0.03,19.88,85.51,20.11,63.83,10.35,202.85,17.2,0.69,1.12,51.21,8.48,75.82,15.48,1.77,2.33,20.11,74.9,1.77,2.36,5.94,13.07,5.64,21.75,20.39,8.59,5.19,0.13,0.14,11.89,11.89,16.66,23.86,4.77,11.97,616.71,20.65,13.06
